brand,buyma_discount_pct,buyma_list_price,buyma_price,buyma_sale_until,buyma_url,captured_at,name,profit_estimate
Loewe,,,47800,2025-11-04T23:59:59+09:00,https://www.buyma.com/item/121110569/,2025-09-12T16:03:31.782048,PRADA (プラダ) ショルダーバッグ・ポシェット レディース,N/A (Supplier not found or scout failed)
